Top,p.value,FDR,summary.logFC,logFC.hspc,ensembl_gene_id,external_gene_name,description
38,9.850434130161177e-6,7.258214622224024e-5,-1.1479296538105448,-1.1479296538105448,ENSMUSG00000020717,Pecam1,platelet/endothelial cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:97537]
39,2.0361389804146864e-5,1.4618433705541347e-4,-1.027655887109547,-1.027655887109547,ENSMUSG00000026395,Ptprc,protein tyrosine phosphatase receptor type C [Source:MGI Symbol;Acc:MGI:97810]
40,2.2892939602002046e-5,1.6025057721401434e-4,-1.196196569845955,-1.196196569845955,ENSMUSG00000059588,Calcrl,calcitonin receptor-like [Source:MGI Symbol;Acc:MGI:1926944]
41,2.5598222915503088e-5,1.748171321058748e-4,0.7746663458861787,0.7746663458861787,ENSMUSG00000032340,Neo1,neogenin [Source:MGI Symbol;Acc:MGI:1097159]
42,3.995464704883534e-5,2.663643136589023e-4,-1.1529972901377947,-1.1529972901377947,ENSMUSG00000032231,Anxa2,annexin A2 [Source:MGI Symbol;Acc:MGI:88246]
43,5.614153235781161e-5,3.65572768841564e-4,1.0064901880899324,1.0064901880899324,ENSMUSG00000015316,Slamf1,signaling lymphocytic activation molecule family member 1 [Source:MGI Symbol;Acc:MGI:1351314]
44,7.377968959981945e-5,4.695071156352148e-4,-0.5948711927506758,-0.5948711927506758,ENSMUSG00000026656,Fcgr2b,"Fc receptor, IgG, low affinity IIb [Source:MGI Symbol;Acc:MGI:95499]"
45,7.884497958861244e-5,4.905909841069218e-4,1.1394922123755087,1.1394922123755087,ENSMUSG00000026566,Mpzl1,myelin protein zero-like 1 [Source:MGI Symbol;Acc:MGI:1915731]
46,8.80973999531517e-5,5.362450431930971e-4,-0.9277056604624994,-0.9277056604624994,ENSMUSG00000052593,Adam17,a disintegrin and metallopeptidase domain 17 [Source:MGI Symbol;Acc:MGI:1096335]
47,1.3557935192644622e-4,8.077067774341475e-4,0.7570862801422991,0.7570862801422991,ENSMUSG00000022037,Clu,clusterin [Source:MGI Symbol;Acc:MGI:88423]
48,1.4748124255486685e-4,8.603072482367231e-4,0.9730093547323679,0.9730093547323679,ENSMUSG00000028469,Npr2,natriuretic peptide receptor 2 [Source:MGI Symbol;Acc:MGI:97372]
49,1.6289120858166994e-4,9.308069061809714e-4,-0.8371671707836634,-0.8371671707836634,ENSMUSG00000004707,Ly9,lymphocyte antigen 9 [Source:MGI Symbol;Acc:MGI:96885]
50,1.9579048359160637e-4,0.001096426708112996,0.9467974890750279,0.9467974890750279,ENSMUSG00000027408,Cpxm1,carboxypeptidase X 1 (M14 family) [Source:MGI Symbol;Acc:MGI:1934569]
51,2.237293194164122e-4,0.0012283178320901063,0.7169590657314375,0.7169590657314375,ENSMUSG00000030724,Cd19,CD19 antigen [Source:MGI Symbol;Acc:MGI:88319]
52,2.4954231067232706e-4,0.0013436893651586842,-0.9913214560396981,-0.9913214560396981,ENSMUSG00000024270,Slc39a6,"solute carrier family 39 (metal ion transporter), member 6 [Source:MGI Symbol;Acc:MGI:2147279]"
53,3.444086080147229e-4,0.0018195171744174042,0.9787943460899662,0.9787943460899662,ENSMUSG00000031990,Jam3,junction adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1933825]
54,4.710158281322302e-4,0.0024423042940189704,0.6551619012426264,0.6551619012426264,ENSMUSG00000028019,Pdgfc,"platelet-derived growth factor, C polypeptide [Source:MGI Symbol;Acc:MGI:1859631]"
55,5.403797978631895e-4,0.002751024425485329,0.2822410300855642,0.2822410300855642,ENSMUSG00000044156,Hepacam2,HEPACAM family member 2 [Source:MGI Symbol;Acc:MGI:2141520]
56,6.465070130159923e-4,0.0032325350650799617,-0.420464613941534,-0.420464613941534,ENSMUSG00000040907,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide [Source:MGI Symbol;Acc:MGI:88107]"
57,8.229383459565081e-4,0.004042504155575831,1.0255889198230204,1.0255889198230204,ENSMUSG00000037405,Icam1,intercellular adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:96392]
58,8.553555102864026e-4,0.004129302463451598,-0.4450639816186065,-0.4450639816186065,ENSMUSG00000037944,Ccr7,chemokine (C-C motif) receptor 7 [Source:MGI Symbol;Acc:MGI:103011]
59,0.001251072899488425,0.005937295116216256,0.5651387909126051,0.5651387909126051,ENSMUSG00000054252,Fgfr3,fibroblast growth factor receptor 3 [Source:MGI Symbol;Acc:MGI:95524]
60,0.0013466945349863725,0.006284574496603071,0.7679904112382057,0.7679904112382057,ENSMUSG00000006386,Tek,TEK receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:98664]
61,0.0013980148089991226,0.006417117156061549,-0.7668462236071216,-0.7668462236071216,ENSMUSG00000007613,Tgfbr1,"transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
62,0.0017658680963406526,0.00785955782847395,0.7165799436014644,0.7165799436014644,ENSMUSG00000000555,Itga5,integrin alpha 5 (fibronectin receptor alpha) [Source:MGI Symbol;Acc:MGI:96604]
63,0.001768400511406639,0.00785955782847395,0.43093943198163687,0.43093943198163687,ENSMUSG00000022103,Gfra2,glial cell line derived neurotrophic factor family receptor alpha 2 [Source:MGI Symbol;Acc:MGI:1195462]
